iter	Logloss
0	0.4920456501
1	0.3485013623
2	0.2454419237
3	0.1715898565
4	0.1237856339
5	0.08811335013
6	0.06124515618
7	0.04593562577
8	0.03488557202
9	0.02720301608
10	0.02124055255
11	0.01615809098
12	0.01271025644
13	0.01054993571
14	0.008505354216
15	0.007134881622
16	0.006011320426
17	0.005002018824
18	0.004423580136
19	0.004040022767
20	0.003691949186
21	0.003238484882
22	0.003035858367
23	0.002877272178
24	0.002727856051
25	0.002560581947
26	0.00239736187
27	0.002248651558
28	0.002189933739
29	0.002100385482
30	0.002010372759
31	0.001971408734
32	0.001966496662
33	0.001912885008
34	0.001889102979
35	0.00188500368
36	0.001880043543
37	0.001845098488
38	0.001841544914
39	0.001835217669
40	0.00183051887
41	0.001830514612
42	0.001830505926
43	0.00182492691
44	0.001821408566
45	0.001817875274
46	0.00181786389
47	0.001817860797
48	0.001813557898
49	0.001784331774
50	0.001780706505
51	0.001772008555
52	0.001765871536
53	0.001765864732
54	0.001765860898
55	0.00175861051
56	0.001750478063
57	0.001746234327
58	0.001736150558
59	0.001721942584
60	0.001714899883
61	0.001710943555
62	0.00170382666
63	0.001689365771
64	0.001684351153
65	0.001681308978
66	0.001658179234
67	0.001653181593
68	0.00165318055
69	0.001653164037
70	0.001646718163
71	0.00162791333
72	0.00162789546
73	0.001624229188
74	0.00161592389
75	0.00160895452
76	0.001605117342
77	0.001599665324
78	0.001575174345
79	0.001572951214
80	0.00156600939
81	0.001560048153
82	0.001553246031
83	0.001538789075
84	0.001472561511
85	0.001472554912
86	0.001472538889
87	0.001467772941
88	0.001467766847
89	0.001467762382
90	0.00146278525
91	0.001454949156
92	0.001450464014
93	0.001445783879
94	0.001445778053
95	0.001445769857
96	0.001439395004
97	0.001432452585
98	0.001429481476
99	0.00142257712
100	0.001415542867
101	0.001415538075
102	0.001415538075
103	0.001409931116
104	0.001409931116
105	0.001404811692
106	0.00138188143
107	0.001370230224
108	0.001365758632
109	0.00134794225
110	0.001339409413
111	0.001331883644
112	0.001327404787
113	0.001327393436
114	0.001321199191
115	0.00131641196
116	0.00131641196
117	0.001308909983
118	0.001304590103
119	0.00129856372
120	0.001293239359
121	0.001288592804
122	0.001288591727
123	0.001288591727
124	0.001281759473
125	0.001277519194
126	0.001277506826
127	0.001272056014
128	0.001268344629
129	0.001263102652
130	0.001263103472
131	0.001258303035
132	0.001251629513
133	0.001251616704
134	0.001251599851
135	0.001251597261
136	0.001251597261
137	0.001251586755
138	0.001251585586
139	0.001238062803
140	0.00122596178
141	0.001225959114
142	0.001220533306
143	0.001220503754
144	0.001218290675
145	0.001218283811
146	0.001213251577
147	0.001213248196
148	0.001207857289
149	0.001207857289
150	0.001207857289
151	0.00120785275
152	0.001202374283
153	0.001197280184
154	0.001192440463
155	0.001192441127
156	0.00119243922
157	0.001188162078
158	0.001188160131
159	0.001188154215
160	0.001188147006
161	0.001188143967
162	0.0011881413
163	0.00117794822
164	0.001174030144
165	0.001174030144
166	0.001174028137
167	0.001174025119
168	0.001166006572
169	0.001166003775
170	0.001166001363
171	0.001159859952
172	0.001159859952
173	0.001159857225
174	0.001159854562
175	0.001155181579
176	0.001155176936
177	0.001151056078
178	0.001149898812
179	0.001144624729
180	0.001144621737
181	0.00114462158
182	0.001144618134
183	0.001139684678
184	0.001136546839
185	0.00113653798
186	0.00113653798
187	0.00113653798
188	0.001136538349
189	0.001136535935
190	0.001136534371
191	0.001134961219
192	0.001134957577
193	0.00113495155
194	0.001134941877
195	0.001129541026
196	0.001129537125
197	0.001129533294
198	0.001129525794
199	0.001129523643
200	0.00112952692
201	0.001129523813
202	0.001129523813
203	0.001129519639
204	0.001129519639
205	0.001129517205
206	0.001129510026
207	0.001129503431
208	0.001129490927
209	0.001129486114
210	0.001129484922
211	0.001129480812
212	0.001126420913
213	0.001126416432
214	0.001126415273
215	0.001126412937
216	0.001126412937
217	0.001124514423
218	0.001124507527
219	0.001124501207
220	0.001124501207
221	0.001124497134
222	0.001124496898
223	0.001124495302
224	0.001124491287
225	0.001124484184
226	0.001124485318
227	0.001122266573
228	0.001122245815
229	0.001122243099
230	0.001122241876
231	0.001122241876
232	0.001122237374
233	0.001122232807
234	0.001122232903
235	0.001122229504
236	0.001122229263
237	0.001122217942
238	0.001122207631
239	0.001118381323
240	0.001118380788
241	0.00111834016
242	0.001118334111
243	0.00111832885
244	0.001118329791
245	0.001118329396
246	0.001118321834
247	0.001118319495
248	0.001116425365
249	0.001116423633
250	0.001116421246
251	0.001116422034
252	0.001116421744
253	0.001116413271
254	0.00111641063
255	0.001116408166
256	0.001116409934
257	0.00111640491
258	0.001116398114
259	0.001116387369
260	0.001116383481
261	0.001113856462
262	0.00111385342
263	0.001113850721
264	0.001113850721
265	0.001109855189
266	0.001109853124
267	0.001109846944
268	0.001109836705
269	0.001109834723
270	0.001109830972
271	0.001109823051
272	0.001106757668
273	0.001106756054
274	0.001102436288
275	0.001102428509
276	0.001102414577
277	0.001102411269
278	0.001102409382
279	0.00110240482
280	0.001102369915
281	0.001102369915
282	0.001102363994
283	0.001102365635
284	0.001099936224
285	0.00109992857
286	0.001097686935
287	0.001095282324
288	0.001095277275
289	0.00109527153
290	0.001095261582
291	0.001095261582
292	0.001095262948
293	0.001095259083
294	0.001095255723
295	0.001095256509
296	0.001095251125
297	0.001095251125
298	0.001095247128
299	0.001095241015
300	0.001095238923
301	0.001095224013
302	0.001095223009
303	0.00109116115
304	0.001091117631
305	0.001091115146
306	0.001091114996
307	0.001089241595
308	0.001089239674
309	0.001086670045
310	0.001086670045
311	0.001086661872
312	0.001086655339
313	0.001086648339
314	0.001085620999
315	0.001085613861
316	0.001085612645
317	0.001084491002
318	0.001084482735
319	0.00108397588
320	0.001083969634
321	0.001083931001
322	0.001083927094
323	0.001083911552
324	0.001083904914
325	0.001083675364
326	0.001083659532
327	0.001083653994
328	0.00108362498
329	0.001083618082
330	0.001083616098
331	0.001083613954
332	0.001083605821
333	0.001083599411
334	0.001083599411
335	0.001083593384
336	0.001080768639
337	0.001080760495
338	0.001080752086
339	0.001080750133
340	0.001076682884
341	0.001076674366
342	0.001076673405
343	0.001076633636
344	0.001076595569
345	0.001076595291
346	0.001076583558
347	0.001076577649
348	0.001076577649
349	0.001076553043
350	0.001076544227
351	0.001076532444
352	0.001076530396
353	0.001076528021
354	0.001076527492
355	0.001076523618
356	0.0010764749
357	0.00107647225
358	0.001076468191
359	0.00107646638
360	0.001076461965
361	0.001072823607
362	0.001072825755
363	0.00107281297
364	0.001072809736
365	0.001072795494
366	0.001072792006
367	0.00107278399
368	0.001072776051
369	0.001070371028
370	0.001070361219
371	0.001070352984
372	0.001070350111
373	0.001070346575
374	0.00107034487
375	0.00106832802
376	0.001068321009
377	0.001068313266
378	0.001068277658
379	0.001068245267
380	0.001068226521
381	0.001067343287
382	0.001067335753
383	0.001067298664
384	0.001067298962
385	0.001067296647
386	0.001067281382
387	0.001067282578
388	0.001067276046
389	0.001065515081
390	0.001065498138
391	0.001065496294
392	0.001062096204
393	0.001062087056
394	0.001062085446
395	0.001062086789
396	0.001062066663
397	0.001062063594
398	0.001062062809
399	0.001062047879
400	0.001062041924
401	0.001060730193
402	0.001060718199
403	0.001060709875
404	0.001060702557
405	0.001059992616
406	0.00105998513
407	0.001059970914
408	0.001059969693
409	0.00105996934
410	0.001059963761
411	0.00105996
412	0.001057878017
413	0.00105787569
414	0.00105787569
415	0.001057876236
416	0.001057855387
417	0.001057855387
418	0.001057855295
419	0.001057849537
420	0.001057844611
421	0.001057844611
422	0.001057802857
423	0.001057802857
424	0.001057765838
425	0.001057765891
426	0.001057764363
427	0.00105776341
428	0.001055297697
429	0.001055290545
430	0.001055290549
431	0.001055287956
432	0.00105431391
433	0.001054306534
434	0.001054297116
435	0.001054286329
436	0.001052819998
437	0.00105281291
438	0.001052802906
439	0.001050948798
440	0.001050945578
441	0.001050942654
442	0.001050939966
443	0.001047752642
444	0.001047734832
445	0.001047727759
446	0.001047710613
447	0.001047700695
448	0.001047698735
449	0.00104764825
450	0.00104764782
451	0.001046703602
452	0.001046671486
453	0.001046671732
454	0.001046668442
455	0.001046660361
456	0.001046041919
457	0.00104603383
458	0.00104603141
459	0.001046031882
460	0.001045987677
461	0.001045333041
462	0.001045294502
463	0.001045276034
464	0.001045225012
465	0.001045210278
466	0.001045207243
467	0.001045204557
468	0.001045198099
469	0.001044100451
470	0.001044053539
471	0.001044022095
472	0.001044004834
473	0.001044001973
474	0.001043994008
475	0.001043976643
476	0.001043959485
477	0.001043909979
478	0.001043903386
479	0.001043902149
480	0.001043884068
481	0.001043877613
482	0.001043873402
483	0.001043858278
484	0.001043855328
485	0.001042813942
486	0.001042774395
487	0.001042759906
488	0.001042369359
489	0.001042366394
490	0.001042113153
491	0.001038704129
492	0.001038693982
493	0.001038686316
494	0.001038678876
495	0.001038645905
496	0.001038642924
497	0.001038638165
498	0.001037774507
499	0.001037768969
500	0.00103424762
501	0.001034241395
502	0.001034234918
503	0.001032244248
504	0.001032240523
505	0.001031115893
506	0.001031114807
507	0.001031116853
508	0.00103111605
509	0.001031114095
510	0.00103109461
511	0.001031093152
512	0.001031092809
513	0.001031087573
514	0.001031086027
515	0.00102779558
516	0.001027781573
517	0.001027776395
518	0.001027732241
519	0.001027728407
520	0.001027679336
521	0.001027649055
522	0.001027646519
523	0.001025818735
524	0.001025815334
525	0.001025810933
526	0.001025801376
527	0.001025791015
528	0.001025788761
529	0.001025787858
530	0.00102578114
531	0.001025775879
532	0.00102576951
533	0.001025768415
534	0.001025766088
535	0.001025750943
536	0.001025751532
537	0.001025733184
538	0.001025728147
539	0.001025718206
540	0.001025718206
541	0.001025718206
542	0.001025718206
543	0.001025717074
544	0.001025714575
545	0.001025709096
546	0.001025703854
547	0.00102568928
548	0.001025683525
549	0.001025675093
550	0.001025665048
551	0.001025663085
552	0.001025663085
553	0.001025657189
554	0.001025646314
555	0.001025645387
556	0.001025640204
557	0.001025635645
558	0.001025572458
559	0.00102325293
560	0.001023250448
561	0.00102324984
562	0.001023245187
563	0.001023245187
564	0.001023216234
565	0.001023216234
566	0.00102320713
567	0.001023201745
568	0.00102315713
569	0.00102312555
570	0.001023122229
571	0.00102311674
572	0.001022504157
573	0.00102247331
574	0.001022464358
575	0.001022439382
576	0.001022410507
577	0.001017694694
578	0.001017695436
579	0.001017694374
580	0.001017689433
581	0.001017668216
582	0.001017662465
583	0.001017662044
584	0.001016943887
585	0.001012701661
586	0.001012178994
587	0.001012177985
588	0.001012176716
589	0.001012174829
590	0.001012161365
591	0.001012146555
592	0.001010586467
593	0.00101057773
594	0.001010576185
595	0.001006529416
596	0.001006001433
597	0.001005971137
598	0.00100486883
599	0.001004864026
600	0.001004197266
601	0.001003286123
602	0.001003286123
603	0.001003286514
604	0.001003282991
605	0.001003282991
606	0.00100327764
607	0.00100327764
608	0.001003272542
609	0.001003232126
610	0.001003220898
611	0.001003216725
612	0.001001948142
613	0.001001909465
614	0.001001908018
615	0.001001908936
616	0.00100188856
617	0.001001880059
618	0.00100187887
619	0.001001871201
620	0.001001867882
621	0.001001837095
622	0.001000656455
623	0.00100064946
624	0.0009996890549
625	0.0009959303842
626	0.0009959275608
627	0.000995921785
628	0.0009959163618
629	0.0009959103528
630	0.0009959084316
631	0.0009952066963
632	0.0009952026356
633	0.0009947098336
634	0.000994708231
635	0.0009946774641
636	0.0009946707672
637	0.0009915774904
638	0.000990881819
639	0.0009908791175
640	0.0009908628006
641	0.0009908567936
642	0.0009897776397
643	0.000989773191
644	0.0009897698841
645	0.0009897638831
646	0.0009897520629
647	0.0009897457092
648	0.0009897323962
649	0.0009897274401
650	0.0009879681275
651	0.0009879360954
652	0.0009879144524
653	0.0009879139709
654	0.0009879103442
655	0.0009878668029
656	0.0009878566144
657	0.0009878504644
658	0.000987845329
659	0.000986847605
660	0.0009868408225
661	0.000986834398
662	0.0009868286226
663	0.0009868252926
664	0.0009868183959
665	0.0009868161347
666	0.0009868146379
667	0.0009868131108
668	0.0009849813994
669	0.0009849806958
670	0.0009849486473
671	0.0009831580094
672	0.000983134408
673	0.0009831314285
674	0.0009831287254
675	0.0009822189342
676	0.0009822168867
677	0.0009822030337
678	0.0009822030337
679	0.0009821771575
680	0.0009821744401
681	0.0009821720477
682	0.0009821720477
683	0.000982168341
684	0.0009821685544
685	0.0009821615223
686	0.0009821446414
687	0.0009821389285
688	0.0009821158421
689	0.0009820941664
690	0.0009820891578
691	0.000982071167
692	0.0009820622683
693	0.0009820490057
694	0.0009820407482
695	0.0009820411509
696	0.0009820400239
697	0.0009819976806
698	0.0009819920357
699	0.000981990389
700	0.0009819757323
701	0.0009819754212
702	0.0009819746292
703	0.0009819420069
704	0.0009819410561
705	0.0009819410561
706	0.0009808855228
707	0.0009808828304
708	0.0009808795957
709	0.0009808727272
710	0.0009808702263
711	0.0009774120433
712	0.000975991287
713	0.0009759882906
714	0.0009759868698
715	0.0009759841588
716	0.0009759823861
717	0.0009759809206
718	0.0009759809206
719	0.0009759796399
720	0.0009750074579
721	0.0009750074579
722	0.0009749893586
723	0.0009749804362
724	0.0009749770872
725	0.0009749741304
726	0.0009749668431
727	0.0009749606765
728	0.000974960897
729	0.0009749579846
730	0.0009749514364
731	0.0009749489649
732	0.0009749478708
733	0.0009739559199
734	0.0009739483017
735	0.0009739403136
736	0.0009739343426
737	0.0009739287623
738	0.00097392327
